Video ID,Frames,FPS
rKF0ZW34FRk_41_54,326.0,25
Jag7oTemldY_12_25,326.0,25
zpgW7m7_LZw_2_15,326.0,25
NoCgvH4xZHo_240_251,330.0,29
UbmZAe5u5FI_44_55,330.0,29
Kxa0mnDj0bs_113_124,330.0,29
CulG2SMC7DU_14_25,330.0,29
BnJUWwSx1kE_11_22,330.0,29
DIebwNHGjm8_27_38,330.0,29
r0rmrbTb7fU_98_109,330.0,29
KPPCwmU5OHQ_227_238,330.0,29
pGCRurvXQGM_45_56,330.0,29
klFyrnrUSck_25_36,330.0,29
sWqi41wyXcQ_68_79,330.0,29
sXyjCgR0rAc_0_11,330.0,29
nq4hG6qgyPs_240_251,330.0,29
nq4hG6qgyPs_184_195,330.0,29
A6XrTsLsUbA_4_15,330.0,29
DvYN53KBDr0_51_62,330.0,29
9W6aQNcU3PA_92_103,330.0,29
HqbVbPvlDoM_0_11,330.0,29
ObBss94n3gI_35_46,330.0,29
otLEUwHao_E_140_151,330.0,29
eZLxohGP4IE_190_201,330.0,29
-vKO3uSG6Do_3_14,330.0,29
5XxshEdcfAM_96_107,330.0,29
bkazguPsusc_74_85,330.0,29
_WRC7HXBJpU_414_425,330.0,29
3ytUOoa1SBE_12_23,330.0,29
Ylb4pnW-jP4_102_113,330.0,29
eZLxohGP4IE_147_158,330.0,29
bb6V0Grtub4_174_185,330.0,29
0lh_UWF9ZP4_215_226,330.0,29
wX-Bl25Htag_104_115,330.0,29
jcRCn7MeSbo_71_82,330.0,29
cJOZp2ZftCw_1_12,330.0,29
jcIrD7rNvTM_10_21,330.0,29
0xx13BuvVmo_25_36,330.0,29
hJuqBDw_TT4_14_25,330.0,29
e3XkmpNcSt4_8_19,330.0,29
pfQPRXcihkI_127_138,331.0,30
eoP-SCgYM2w_49_60,331.0,30
e-j59PqJjSM_405_416,331.0,30
r2oI9Y-3wAo_21_28,331.0,47
CHVhwcOg6y8_1_12,331.0,30
p69d3UBdpR8_98_109,331.0,30
YAud4eS3DoA_54_65,331.0,30
8HB7ywgJuTg_131_142,331.0,30
5HAf_INrFy0_3_25,331.0,15
w28TljSqtW8_64_75,331.0,30
xtbsD3PUua4_174_185,331.0,30
OaBmAg6gz30_4_18,333.0,49
6KS8R3RxrV8_0_23,334.0,43
xBePrplM4OA_6_18,334.0,30
dhxE9CNeVeY_0_12,335.0,29
C9vRgZDxTv4_26_33,336.0,47
1qV4wfjTYIo_151_164,336.0,29
z9qbQX4J_2g_0_14,337.0,24
gbbRwBZuhzI_26_40,337.0,24
QzcTlEpAigQ_0_14,340.0,24
ecVwxlXc1PQ_0_12,343.0,29
PugziVUikEg_117_140,345.0,14
MPuKVz3sjBA_1_12,345.0,31
UgUFP5baQ9Y_0_7,350.0,49
s9TklvyLFyI_177_191,350.0,24
sBjr8UJOpsQ_181_195,351.0,25
bSrpvMSuhPM_17_31,351.0,25
AjZ-R3LFMzo_24_38,351.0,25
FTh5zPk34bQ_16_30,351.0,25
81fABEiwcIM_31_45,351.0,25
zYcY4mjLpxU_104_118,351.0,25
Pgm-mOQu2MM_48_62,351.0,25
DcDYRpa34W8_11_25,351.0,25
auFXfsCzAvQ_1_15,351.0,25
LwicaralvS0_90_104,351.0,25
J4otiwOjQy8_98_112,351.0,25
RX6NSOuCCAE_13_27,351.0,25
eTnlw7v8ea0_36_50,351.0,25
K6xy6C-Hsa0_2_28,357.0,29
cFzSEIGrEfA_0_24,359.0,15
_O9kWD8nuRU_37_43,360.0,59
PJnJMp2ZpbA_3_15,360.0,29
-_hbPLsZvvo_269_275,360.0,59
_6OTzzK7t9Y_158_170,360.0,29
Qjbcibrv3L0_26_32,360.0,59
_O9kWD8nuRU_70_76,360.0,59
-_hbPLsZvvo_19_25,360.0,59
_O9kWD8nuRU_50_56,360.0,59
ZdNP0dXCx2I_78_90,360.0,29
ogcqFaNbah4_475_487,360.0,29
b4FM9OLBGyM_37_49,360.0,29
jjl2ZMdFCsw_130_142,360.0,29
-DKuLXYoY3g_14_20,360.0,59
kWLNZzuo3do_17_23,360.0,59
bxDlC7YV5is_0_12,360.0,29
8yS2wqwActs_2_14,360.0,29
u_6tre9_99Q_13_25,360.0,29
UdcObAQ5OOM_15_30,360.0,23
kWLNZzuo3do_147_153,360.0,59
778mkceE0UQ_40_46,360.0,59
JpjAgSvr42k_0_12,360.0,29
s-XjRDsYuzU_0_12,360.0,29
kWLNZzuo3do_145_151,360.0,59
lrZxpneS6Gk_0_12,360.0,29
kWLNZzuo3do_56_62,360.0,59
6t0BpjwYKco_217_229,360.0,29
Ms3QdGIzltU_1_16,360.0,23
kWLNZzuo3do_77_83,360.0,59
-_hbPLsZvvo_49_55,360.0,59
05gNigkqfNU_11_23,360.0,29
kWLNZzuo3do_31_37,360.0,59
7uOiiA4Kxbo_23_35,360.0,29
30PpKtVT8Z4_35_50,361.0,24
aN0WsBcja_E_0_15,361.0,24
IiTzJQE67FA_74_86,361.0,30
7d1d2WlEnKs_0_12,361.0,30
-t-ZWaJeH-o_0_15,361.0,24
Vn0Xv0fb1z4_18_30,361.0,30
sTMlQSbAGfE_0_12,361.0,30
Uc63MFVwfrs_360_372,361.0,30
IHIa75B9AhI_2_26,361.0,15
9fkS7wqrzAY_13_25,361.0,30
g36ho6UrBz0_5_20,361.0,24
HkuOqWzXYVg_0_12,361.0,30
4QYPZM01xFE_14_26,361.0,30
v4_AzQSnmY4_40_55,361.0,24
yOnRm3TP6hM_0_12,362.0,30
O_Pst-uryQI_1_14,362.0,30
p9g06ktIkJg_4_11,364.0,51
O9cOSO9L8Zs_1_16,367.0,25
bXsKw3TOQXs_30_55,375.0,14
pzq5fPfsPZg_145_160,375.0,24
D1tTBncIsm8_725_740,376.0,25
ePujnD4qJO0_62_77,376.0,25
QzulzuWr0Zw_20_45,376.0,15
RvJH_POzxmc_10_25,376.0,25
jTaLGh_MKCM_5_20,376.0,25
f-24IxG9ijw_25_40,376.0,25
tqxRDVKtkSY_30_45,376.0,25
5fq9iIxxA1s_12_27,376.0,25
qvSxiVV7jhw_0_15,376.0,25
_yUiusXxfWI_150_165,376.0,25
n_Z0-giaspE_168_193,376.0,15
W8l_ezoU8Lc_55_70,376.0,25
SzEbtbNSg04_70_85,376.0,25
OKBLPpAPp9c_2_17,376.0,25
dZBIdRGKRhM_13_32,381.0,20
fgWFxFg7-GU_10_26,384.0,23
SULWQEAErKw_13_26,389.0,29
5JSbxHECb-I_97_110,389.0,29
d4AGWnHJcaY_6_19,389.0,29
4zPSShqsq-o_3_16,390.0,29
s20OlIRK340_125_138,390.0,29
xBW_uR3kGr4_42_55,390.0,29
gMqKUPeTAkg_17_30,390.0,29
rlQ2kW-FvMk_66_79,390.0,29
YEmS8ZQIhTA_7_20,390.0,29
VxM96IYzw0Q_2_15,390.0,29
GtrTNldo0LI_33_46,390.0,29
zFIn8DeV5PM_20_33,390.0,29
x_8RiVI6rH8_41_54,390.0,29
HYbEf-JKZnA_13_26,390.0,29
zSPBC8EO6dY_97_110,390.0,29
JsD6uEZsIsU_45_58,390.0,29
ok4cM6WTA5E_120_133,390.0,29
EjAoBKagWQA_132_145,390.0,29
_WRC7HXBJpU_451_464,390.0,29
xdhLQCYQ-nQ_50_63,390.0,29
tn1d5DmdMqY_15_28,390.0,29
rNSAmHPYHjA_60_73,390.0,29
0GXq1An3yHI_22_35,390.0,29
klFyrnrUSck_87_100,390.0,29
BvHnDAsMtUA_0_13,391.0,30
e-j59PqJjSM_264_277,391.0,30
kIZanu909lw_67_80,391.0,30
Rf0TUCA3XNs_3_16,391.0,30
9d57lHEsLU8_1_14,391.0,30
k5OKBX2e7xA_19_32,391.0,30
04Gt01vatkk_308_321,391.0,30
jxdubZzQrio_33_46,391.0,30
Zg0p5TXi_Cc_30_46,401.0,25
uZEGu-TA2cU_42_58,401.0,25
3opDcpPxllE_50_66,401.0,25
cmQ3SiIaWy4_4_20,401.0,25
zTn-nNj5Bng_61_77,401.0,25
c_-eFL7Sfw4_19_35,401.0,25
IEQyCcageGg_99_126,406.0,15
pRpeEdMmmQ0_1_18,409.0,24
CGllPWAwmUo_1_15,419.0,29
IhwPQL9dFYc_61_75,419.0,29
itxzpFW1z7E_22_36,419.0,29
2F9jX7u5nOg_83_97,419.0,29
WTf5EgVY5uU_121_135,419.0,29
-_hbPLsZvvo_172_179,420.0,59
-_hbPLsZvvo_18_25,420.0,59
GPyFZMJ5Dow_56_70,420.0,29
-_hbPLsZvvo_19_26,420.0,59
X56XkGFe7OY_47_61,420.0,29
j1Z890_Q3so_131_138,420.0,59
QGgJlHi3tjw_1_15,420.0,29
Q7H9mI9dtMY_20_34,420.0,29
_O9kWD8nuRU_16_23,420.0,59
kWLNZzuo3do_206_213,420.0,59
kWLNZzuo3do_24_31,420.0,59
bmvD4HlPFxg_20_27,420.0,59
QHkvBU8diwU_1_18,420.0,24
yyxtyCaEVqk_250_264,420.0,29
YmXCfQm0_CA_68_75,420.0,59
YmXCfQm0_CA_50_57,420.0,59
ACOmKiJDkA4_130_144,420.0,29
YmXCfQm0_CA_277_284,420.0,59
kWLNZzuo3do_86_93,420.0,59
DDtX5a-OgLQ_1_15,420.0,29
kWLNZzuo3do_25_32,420.0,59
nBFhvrAOFqY_89_103,420.0,29
AXL1oMdCFUM_45_59,421.0,30
3qqEKTPxLNs_1_15,421.0,30
4s_0-zIWEog_1_15,421.0,30
X6uJyuD_Zso_3_17,421.0,30
NMlKMfiHSho_1_15,421.0,30
fHfpMUDrQCs_17_31,421.0,30
N6SglZopfmk_97_111,421.0,30
ri5AyXzxb4o_201_215,421.0,30
EKL6elkbFy0_16_30,421.0,30
lm0z7eLsbbw_9_23,421.0,30
yU5sxW9bErQ_0_17,423.0,25
suj4VNfZz5E_33_50,426.0,25
eb-Zp4pJLKk_2_19,426.0,25
oDcd2JbOyzg_38_55,426.0,25
onxE6PpEXes_8_25,426.0,25
RjpbFlOHFps_8_25,426.0,25
dJEoDaA6VXc_1_19,428.0,25
gCra4qOrjFw_1_17,440.0,29
zzit5b_-ukg_5_20,444.0,29
nYwbAb0QvBE_195_210,449.0,29
-wa0umYJVGg_100_115,449.0,29
5XxshEdcfAM_85_100,449.0,29
B-Lsf7ZKf5c_10_25,449.0,29
DIebwNHGjm8_133_148,449.0,29
PBHZtoygOYg_450_465,450.0,29
UxhKb-zZoWE_0_15,450.0,29
3lBHYoI5V8s_30_45,450.0,29
ggic669elLM_200_215,450.0,29
L6dEUQ6WiHY_171_186,450.0,29
e-sf-hyrkTs_20_35,450.0,29
M_TP6UTrh30_343_358,450.0,29
RiglOfJon8I_3_18,450.0,29
YwmUgVrUJ4I_0_15,450.0,29
sMscRb9TcQE_146_161,450.0,29
rl1rVk_xIOs_1_16,450.0,29
JIKaIriiK8w_0_15,450.0,29
fjDvKHkmxs0_72_87,450.0,29
jvxUeT1Nlb8_100_115,450.0,29
G-M78KIy19E_315_330,450.0,29
b71bI0rH1g8_75_90,450.0,29
fGc6_D0JEIQ_31_46,450.0,29
bL_Kijz9IN4_0_15,450.0,29
1dfR0A_BXjw_545_560,450.0,29
WAa4-cctmDk_55_70,450.0,29
1dYpcVv6n3Y_0_18,451.0,25
YersIyzsOpc_15_30,451.0,30
aM-RcQj0a7I_37_55,451.0,25
z0Si1XxMibg_0_30,451.0,15
tHLiYTS9Iz8_1_16,451.0,30
fY0lZTWlBAg_470_485,451.0,30
MHWxjWwAbwM_10_25,451.0,30
kEGmZDpZ_RE_352_370,451.0,25
PTxHJMM6hHE_0_15,451.0,30
5P6UU6m3cqk_57_75,451.0,25
kSzS_lFtJDk_55_70,451.0,30
ficwZQYmRLE_5_20,451.0,30
4lXdVS697DQ_10_25,451.0,30
umjc1CkO4JA_290_305,451.0,30
KFt5Zz5Mwlo_12_30,451.0,25
vZa13vJugGU_0_30,451.0,15
7xNG7qGY9rw_14_29,451.0,30
rwHT2SuNOi8_240_255,451.0,30
WEJfT-oB4v4_20_35,451.0,30
ZsrPKtx0qyg_7_15,460.0,57
mJ9eRvxjLc4_0_16,461.0,29
O2qiPS2NCeY_2_18,463.0,28
7M-jsjLB20Y_11_30,467.0,25
xpOYXbMDDBY_1_20,475.0,24
cM55xNJ_pfU_1_20,476.0,25
ub-aYLzCF_Q_1_10,478.0,53
6t0BpjwYKco_15_31,479.0,29
2F9jX7u5nOg_114_130,479.0,29
4PayIIIOeIs_230_238,480.0,59
v_tGw5gwlEw_136_152,480.0,29
kWLNZzuo3do_262_270,480.0,59
9Q0JfdP36kI_19_27,480.0,59
uxEhH6MPH28_69_85,480.0,29
2jXxtQRy47A_30_38,480.0,59
X4yzrIc072w_4_20,480.0,29
9Q0JfdP36kI_56_64,480.0,59
vfktGc_qx-w_2_18,480.0,29
C12BRGGcd5E_101_117,480.0,29
-Cv5LsqKUXc_17_25,480.0,59
-_hbPLsZvvo_211_219,480.0,59
e996zZ0uV_A_196_204,480.0,59
d7Gs0uGFLh0_5_13,480.0,59
nc0fVlaTYEs_34_44,480.0,47
MTkGPfMRXtc_5_21,480.0,29
CgWYN5e9K10_30_62,480.0,14
0I4VKj4d0WI_24_40,480.0,29
4ikH9ZRcF2Q_89_105,481.0,30
Xwrl4htUPjo_22_38,481.0,30
mCrRHP4LFmo_24_40,481.0,30
NKtfKR4GNjU_0_20,481.0,24
buJ5HDCinrM_150_166,481.0,30
AoNnzlGhI04_112_128,481.0,30
B7mP4zoDMwM_0_17,483.0,29
UgUFP5baQ9Y_0_10,500.0,49
unhiT2D6WvE_0_20,501.0,25
dJCtOz32dnw_40_60,501.0,25
vulNlhUI6m0_7_27,501.0,25
c2a0GcoJAjw_52_73,501.0,23
SzEbtbNSg04_28_48,501.0,25
JntMAcTlOF0_50_70,501.0,25
b-d-CxHaKGU_10_30,501.0,25
sBjr8UJOpsQ_149_169,501.0,25
nc8hwLaOyZU_1_19,502.0,59
hSgGBHbJrmE_0_17,506.0,29
F1BwUJ4--Qw_21_38,509.0,29
IhwPQL9dFYc_153_170,509.0,29
TFJ6oR89Vb8_90_107,509.0,29
aeA-HN7BMdo_16_33,510.0,29
_OBlgSz8sSM_15_32,510.0,29
DB-3-TVjrxU_58_75,510.0,29
6vC6AT27RUc_29_46,510.0,29
zWVQImPY2Cc_27_44,510.0,29
WrsS6X-FB-I_30_47,510.0,29
JMUAylpXzG0_45_62,510.0,29
04Gt01vatkk_248_265,511.0,30
PNMsPz1701c_3_20,511.0,30
v7NpKUVqjpI_23_40,511.0,30
q8t7iSGAKik_57_74,511.0,30
c51L6ZxZGjQ_137_154,511.0,30
ZlX_Gy4HP2E_38_55,511.0,30
Uc63MFVwfrs_355_372,511.0,30
c2a0GcoJAjw_107_129,525.0,23
UI3Cbj9fbxQ_2_23,526.0,25
WTf5EgVY5uU_58_76,539.0,29
-wa0umYJVGg_139_157,539.0,29
WTf5EgVY5uU_218_236,539.0,29
Sq7Vt6KC9Yg_17_35,539.0,29
-wa0umYJVGg_23_41,539.0,29
bSIjZ75a50s_286_304,540.0,29
kWLNZzuo3do_38_47,540.0,59
BE_uxYK9uz0_150_168,540.0,29
jjl2ZMdFCsw_17_35,540.0,29
kWLNZzuo3do_251_260,540.0,59
YmXCfQm0_CA_7_16,540.0,59
4D1o4FC8YbA_207_216,540.0,59
tPkZK-PzeQE_10_28,540.0,29
DN7jwyL1Xgg_1_19,540.0,29
VU4qLrk5axA_40_58,540.0,29
BR4yQFZK9YM_101_110,540.0,59
8sARjdhSvpo_167_176,540.0,59
qNjeEx92rTA_281_299,541.0,30
2FLsMPsywRc_45_63,541.0,30
62I8I4sCPPQ_12_30,541.0,30
SzEbtbNSg04_71_93,551.0,25
Q-soOsOLIGQ_0_22,551.0,25
pNelR-nHz7g_68_90,551.0,25
TjLCJKoot4U_43_65,551.0,25
77iDIp40m9E_159_181,551.0,25
Vg1jyL3cr60_163_186,552.0,23
_sJ_09Mf1HY_49_72,552.0,23
xGdoi3W3Z4o_2_40,564.0,15
kBMsuhDvg88_45_64,569.0,29
xSmfK498DjI_1_20,569.0,29
btxCxlO1Euc_1_20,570.0,29
bmxIurBrW5s_51_70,570.0,29
k9Brw_0gncU_14_33,571.0,30
O9yLRzpPp44_36_55,571.0,30
BVjvRpmHg0w_231_250,571.0,30
lv8d_qLLqsk_1_20,571.0,30
sT5Bzt9w354_11_34,576.0,25
He7Ge7Sogrk_47_70,576.0,25
fkONJEgTNJY_25_35,581.0,58
WeOU0Iba1Xg_1_30,581.0,20
otvx5OZHTJc_1_22,588.0,29
WTf5EgVY5uU_32_52,599.0,29
4D1o4FC8YbA_29_39,600.0,59
f9Won2JpOEU_60_80,600.0,29
jD4o_Lmy6bU_117_137,600.0,29
fvBs0xpEZhQ_10_30,600.0,29
a-cek0mvXxE_15_25,600.0,59
_O9kWD8nuRU_25_35,600.0,59
fX5G_JwPlLo_640_660,600.0,29
GcfWD62sbcs_13_33,600.0,29
HxRK-WqZ5Gk_30_50,600.0,29
oSnYUfCGiCA_7_17,600.0,59
ScdUht-pM6s_53_63,600.0,59
9wxB1UQi0MM_18_38,600.0,29
9OxQ-2gR1DU_18_38,600.0,29
pW9DFPqoIsI_26_50,601.0,25
o4pL7FObqds_243_263,601.0,30
NaX51emUDn4_0_20,601.0,30
ITNh8tWZPOA_5_25,601.0,30
q8t7iSGAKik_11_31,601.0,30
Eamd2wMKixs_48_72,601.0,25
N5wsl86P37Q_1_15,617.0,49
wLUH7qA_6sA_90_115,626.0,25
1N_Ic2pBM1o_2_23,630.0,29
mFCf8lLXrUc_36_57,630.0,29
Gh4Beb8StFM_29_50,630.0,29
JsmHZlUgf1w_0_21,631.0,30
haJn6k5zVnE_1_23,660.0,29
YmXCfQm0_CA_109_120,660.0,59
e996zZ0uV_A_152_163,660.0,59
iEW-EkPQywU_61_83,660.0,29
kWLNZzuo3do_154_165,660.0,59
ljGcQocjSs4_38_60,661.0,30
CTIKmoEigCI_3_30,676.0,25
MWvCcwTw7Ac_154_181,676.0,25
6t0BpjwYKco_261_284,689.0,29
0IDJG0q9j_k_1_24,689.0,29
ecm9gf2Pgkc_1_24,690.0,29
O9yLRzpPp44_167_190,691.0,30
3n_Kqak2JdA_48_71,691.0,30
4yYapi-5QYQ_33_57,717.0,29
kI6MWZrl8v8_149_161,720.0,59
-_hbPLsZvvo_43_55,720.0,59
RWWvWFeE6_Q_2_26,720.0,29
kWLNZzuo3do_152_164,720.0,59
pfQPRXcihkI_160_184,721.0,30
DJWmm_Q9WvY_1_25,721.0,30
kNHivduxQWg_0_14,729.0,57
LF51fban_x4_300_325,748.0,29
SaYwh6chmiw_15_40,748.0,29
aCKNdip53W4_0_25,750.0,29
zH4v_DClIoc_3_28,750.0,29
WTx-K045yQM_85_98,779.0,59
ApYvvQK7bBc_6_32,780.0,29
1sffYOXq4Iw_23_49,780.0,29
zMg9dChF97A_12_38,781.0,30
s20OlIRK340_147_174,810.0,29
veE0E79dEEc_18_45,810.0,29
vMoOpQQy6sI_22_55,826.0,25
ysTmUTQ5wZE_17_45,828.0,30
hPyU5KjpWVc_0_35,829.0,24
9HDUADeA2xg_3_31,838.0,29
kWLNZzuo3do_167_181,839.0,59
9WpJxn-2h1o_122_150,840.0,29
tYQ7O6V0Fvk_20_55,841.0,24
seTkGZlEU64_81_110,870.0,29
OUII8_aOfNM_26_55,870.0,29
aDjNl5gs4nM_18_47,870.0,29
kEGmZDpZ_RE_295_330,876.0,25
pUPKsHTDZTo_70_85,899.0,59
gGDtPJzh_0s_30_45,899.0,59
ifS2nXfCyYo_4_34,900.0,29
0piwbTivpDg_10_40,901.0,30
wzfkC2TjdeQ_0_31,927.0,29
WG0J2B19ZT8_1_33,929.0,30
yyxtyCaEVqk_329_360,930.0,29
YXixZrSxefk_17_48,930.0,29
5CU2JhYM8tY_14_45,930.0,29
htWPOGTagec_2_18,943.0,58
6sYmDT5et00_301_339,951.0,25
YmXCfQm0_CA_140_156,959.0,59
io2dbV-Qbus_215_247,961.0,30
rXZy-PHtnxg_8_42,994.0,30
MF88IYF2MHY_25_59,999.0,30
vpR0L3sIvoo_15_49,1019.0,29
-_hbPLsZvvo_288_305,1019.0,59
d1zdJO3CqVw_1_35,1021.0,30
08pVpBq706k_175_212,1033.0,27
ry7AUQtuwdU_4_39,1049.0,29
PiyoeFC31kE_9_27,1079.0,59
LSuVRWPoHr0_0_37,1092.0,29
ghynaoVNwZc_1_20,1107.0,58
kEGmZDpZ_RE_248_293,1126.0,25
zuYZ5kPatJE_78_116,1141.0,30
fKqBnl8D1Qo_5_44,1169.0,29
mtrCf667KDk_134_176,1259.0,29
EA-J-Y6QjUo_40_61,1259.0,59
nV3Wv8iHp4U_0_38,1280.0,39
Hu9Sq1RvuoA_19_62,1289.0,29
eiyuac7hA4A_4_47,1291.0,30
JsD6uEZsIsU_1_47,1379.0,29
fw8qvK67jYY_50_97,1401.0,29
qqYysi3qotc_148_195,1411.0,30
A_nCfAbXjoM_8_56,1422.0,29
e-j59PqJjSM_50_98,1441.0,30
yFPHhRat6bc_160_210,1501.0,30
5dv8MSWlxoQ_10_40,1798.0,59
D2FbgK_kkE8_121_151,1798.0,59
wON-YuA1GjA_3_63,1799.0,29
